o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
961,5507,P,230840.31,1995-06-04,4-NOT SPECIFIED,"Clerk#000000720",0,uriously regular theodolites print
962,3529,F,150715.26,1994-05-06,5-LOW,"Clerk#000000463",0,along the even foxes! fluffily unusua
963,2528,F,84517.70,1994-05-26,3-MEDIUM,"Clerk#000000497",0," across the regular, final requests boost fluffily above the final d"
964,7519,O,206814.03,1995-05-20,3-MEDIUM,"Clerk#000000657",0, carefully. blithely final packages abov
965,6844,P,70341.21,1995-05-15,5-LOW,"Clerk#000000218",0,usly against the quickly bold ideas. final pinto beans cajole 
966,1331,O,170699.58,1998-04-30,2-HIGH,"Clerk#000000239",0,ironic packages ought to 
967,10979,F,280554.56,1992-06-21,3-MEDIUM,"Clerk#000000167",0,osits sleep alongside of the pi
992,5378,O,208599.88,1997-11-11,3-MEDIUM,"Clerk#000000875",0,ids sleep permanently above the carefully i
993,7915,O,260561.46,1995-09-10,3-MEDIUM,"Clerk#000000894",0,"ccounts around the regular, final foxes detect c"
994,118,F,51483.85,1994-04-20,5-LOW,"Clerk#000000497",0,to the stealthily final asymptote
995,11599,P,192092.49,1995-05-31,3-MEDIUM,"Clerk#000000439",0,s. slyly silent packages alongside of the ironic excuses maintain furiou
996,7093,O,51164.58,1997-12-29,1-URGENT,"Clerk#000000497",0, after the unusual requests run about the blithely pending ideas
997,10870,O,40407.79,1997-05-19,2-HIGH,"Clerk#000000651",0, epitaphs. blithely special dolphins sleep quickly about the unusual
998,3170,F,87943.66,1994-11-26,4-NOT SPECIFIED,"Clerk#000000956",0,"eans could lose doggedly. final, express instructions subla"
999,6017,F,181366.04,1993-09-05,5-LOW,"Clerk#000000464",0, packages sleep blithely special packa
1024,349,O,235813.26,1997-12-23,5-LOW,"Clerk#000000903",0,quickly express requests cajole against the unusual acco
1025,10268,F,133200.01,1995-05-05,2-HIGH,"Clerk#000000376",0, quickly ironic deposit
1026,7109,O,62997.79,1997-06-04,5-LOW,"Clerk#000000223",0,lyly about the theodolites. i
1027,12796,F,159348.78,1992-06-03,3-MEDIUM,"Clerk#000000241",0,"ies. express, final packages sleep. do"
1028,6844,F,211575.68,1994-01-01,2-HIGH,"Clerk#000000131",0,al requests. quickly ironic accounts maintain s
1029,12868,F,69876.69,1994-06-21,2-HIGH,"Clerk#000000700",0,"es haggle idly. quickly final accounts alongside of the quick, eve"
1030,13400,F,22807.07,1994-06-15,5-LOW,"Clerk#000000422",0,packages x-ray blithely above the regular deposits. furiously final dependenci
1031,359,F,155194.11,1994-09-01,3-MEDIUM,"Clerk#000000448",0,s sleep across the carefully regular deposit
1056,2750,F,37993.44,1995-02-11,1-URGENT,"Clerk#000000125",0,"frets. ironic, ironic dolphins until the furiou"
1057,7582,F,130231.59,1992-02-20,1-URGENT,"Clerk#000000124",0,ely carefully bold deposits. furiously even theodolites sleep. carefully
1058,5296,F,155267.99,1993-04-26,3-MEDIUM,"Clerk#000000373",0,al theodolites. express asymptotes integrate quickly above the blithely re
1059,12673,F,331161.19,1994-02-27,1-URGENT,"Clerk#000000104",0,"es wake blithely. regular, pending asymptotes haggle never. fluffily"
1060,13964,F,160221.05,1993-02-21,3-MEDIUM,"Clerk#000000989",0,theodolites. final requests nag quickly in place of the thin
1061,10268,O,184338.54,1998-05-15,5-LOW,"Clerk#000000576",0,ses play quickly final deposits?
1062,10492,O,58360.62,1997-01-15,1-URGENT,"Clerk#000000152",0,"lyly. even, express c"
1063,3689,F,58779.26,1994-04-02,2-HIGH,"Clerk#000000024",0," quickly furiously special deposits. bold, re"
1088,14689,F,71053.57,1992-05-21,5-LOW,"Clerk#000000347",0,uctions. carefully unusual accounts are furiousl
1089,4801,O,139839.47,1996-05-04,4-NOT SPECIFIED,"Clerk#000000226",0,"ecial, regular accounts are furiously carefully spec"
1090,1711,O,37679.72,1997-11-15,2-HIGH,"Clerk#000000300",0,inal requests. foxes haggle. furiously final hockey players cajole 
1091,8278,O,62113.79,1996-08-27,1-URGENT,"Clerk#000000549",0,slyly special grouches. slyly ironic foxes engage. fu
1092,12316,P,93273.43,1995-03-04,3-MEDIUM,"Clerk#000000006",0,ously special foxes. quickl
1093,10067,O,99664.22,1997-07-31,4-NOT SPECIFIED,"Clerk#000000159",0,"ain slyly. packages integrate at the enticing, pending ideas. furiously regu"
1094,14374,O,12079.04,1997-12-24,3-MEDIUM,"Clerk#000000570",0,"ake. silent, final accounts are according to the regular asymptotes. "
1095,14329,O,217669.44,1995-08-22,3-MEDIUM,"Clerk#000000709",0, the deposits. express requests sleep furiously
1120,13903,O,182732.20,1997-11-07,3-MEDIUM,"Clerk#000000319",0,. slyly pending escapades nag at the fluffily special warhorses. regul
1121,2801,O,389635.95,1997-01-13,3-MEDIUM,"Clerk#000000541",0,"ackages-- final, bold foxes do boost furiously even accoun"
1122,11953,O,211454.49,1997-01-10,1-URGENT,"Clerk#000000083",0,eep above the pending requests. regular instructions wake fluffily a
1123,7138,O,118456.98,1996-08-03,3-MEDIUM,"Clerk#000000929",0,ing instructions are across the carefully ironic dep
1124,7946,O,217511.41,1998-07-30,5-LOW,"Clerk#000000326",0, blithely ironic requests. special accounts above the 
1125,2413,F,114093.77,1994-10-27,2-HIGH,"Clerk#000000510",0,ng foxes. special accoun
1126,14321,O,91510.68,1998-01-28,4-NOT SPECIFIED,"Clerk#000000928",0,"s cajole furiously special, regular packages. carefully regular ideas may "
1127,5743,O,171617.51,1995-09-19,4-NOT SPECIFIED,"Clerk#000000397",0,"r, special deposits. special foxes nod slyly never special foxes"
1152,4897,F,94460.22,1994-08-14,4-NOT SPECIFIED,"Clerk#000000496",0, foxes are along the
1153,11956,O,287461.87,1996-04-18,5-LOW,"Clerk#000000059",0,al pinto beans sleep blith
1154,3512,F,256964.89,1992-02-15,1-URGENT,"Clerk#000000268",0,ages affix furiously blithely regular requests. pending pinto beans thrash 
1155,14966,O,188696.44,1997-10-06,2-HIGH,"Clerk#000000164",0,l pinto beans. requests boost slyly. bold theodolites boost. unusual packages
1156,13166,O,269321.01,1996-10-19,1-URGENT,"Clerk#000000200",0,integrate across the slyly pending deposit
1157,9671,O,143854.51,1998-01-14,4-NOT SPECIFIED,"Clerk#000000207",0,nto beans integrate along the unusual theodolites. quickl
1158,14131,O,44630.48,1996-06-30,2-HIGH,"Clerk#000000549",0,ses. quickly ironic requests are. quickl
1159,6833,F,92464.59,1992-09-18,3-MEDIUM,"Clerk#000000992",0,tructions. always express dolphins wake
1184,8851,O,61651.51,1997-10-26,5-LOW,"Clerk#000000777",0, detect according to the blithely unusual
1185,7345,F,58636.26,1992-08-24,5-LOW,"Clerk#000000344",0,slyly ironic theodolites. do
1186,5884,O,101898.72,1996-08-15,4-NOT SPECIFIED,"Clerk#000000798",0,kages boost. packages sleep carefull
1187,13366,F,128834.29,1992-11-20,3-MEDIUM,"Clerk#000000047",0,ding requests. slyly regular platelets affix slyly. blithe
1188,1972,O,84706.25,1996-04-11,2-HIGH,"Clerk#000000256",0,hely regular requests use 
1189,4436,F,96115.44,1994-04-09,1-URGENT,"Clerk#000000243",0,ays. quickly final ideas are fluffily along the express requests
1190,1195,O,40610.85,1997-03-16,5-LOW,"Clerk#000000575",0,"tect. even, ironic pinto beans lose. carefully ironic "
1191,11029,O,52292.01,1995-11-07,3-MEDIUM,"Clerk#000000011",0,quests. carefully silent pinto beans are. ir
1216,12200,F,90265.44,1992-12-07,5-LOW,"Clerk#000000918",0,accounts promise above
1217,634,F,77729.18,1992-04-26,4-NOT SPECIFIED,"Clerk#000000538",0,lithely along the blithely final foxes. regular requests
1218,824,F,155400.01,1994-06-20,4-NOT SPECIFIED,"Clerk#000000994",0, blithely even accounts use along the express pin
1219,2701,O,13628.73,1995-10-05,3-MEDIUM,"Clerk#000000800",0,heodolites are blithely furiously special dependencies. qui
1220,4849,O,211237.11,1996-08-29,1-URGENT,"Clerk#000000712",0,ns according to the blithely express requests boost fur
1221,1333,F,171221.18,1992-04-19,4-NOT SPECIFIED,"Clerk#000000852",0,platelets sleep furiously alongside of the quickly even orb
1222,971,F,76955.68,1993-02-05,3-MEDIUM,"Clerk#000000811",0,he unusual accounts. slyly special requests cajole furiously e
1223,901,O,49575.86,1996-05-25,4-NOT SPECIFIED,"Clerk#000000238",0,refully pending foxes!
1248,4703,F,248053.60,1992-01-02,1-URGENT,"Clerk#000000890",0," regular platelets along the even,"
1249,14962,F,82386.02,1994-01-05,1-URGENT,"Clerk#000000095",0,gular theodolites. slyly express acc
1250,3583,F,14368.67,1992-09-29,4-NOT SPECIFIED,"Clerk#000000652",0,nding sauternes. carefully final sentiments cajole-- slyly ruthl
1251,3775,O,179925.91,1997-10-30,1-URGENT,"Clerk#000000276",0,ruthlessly. quickly ironic excuses haggle a
1252,14990,O,136821.67,1997-08-04,5-LOW,"Clerk#000000348",0, packages use blithely across the furiously express excuses. carefull
1253,11443,F,143299.26,1993-01-26,1-URGENT,"Clerk#000000775",0,lithely along the slyly ironic foxes. fluffily silent
1254,6980,O,142600.29,1995-12-22,1-URGENT,"Clerk#000000607",0,ular ideas nag quickly boldly even depo
1255,12167,F,71473.24,1994-05-30,4-NOT SPECIFIED,"Clerk#000000798",0,ckly ironic accounts. express id
1280,9553,F,121752.10,1993-01-11,5-LOW,"Clerk#000000160",0,uthlessly across the slyly even requests. theodolites abov
1281,6110,F,247997.09,1994-12-11,1-URGENT,"Clerk#000000430",0,inal pinto beans cajole after the silen
1282,11593,F,104191.50,1992-02-29,4-NOT SPECIFIED,"Clerk#000000168",0,le slyly regular accounts. slyly regular deposi
1283,11633,O,265285.13,1996-08-30,4-NOT SPECIFIED,"Clerk#000000260",0,s boost carefully carefully
1284,13399,O,147039.55,1996-01-07,2-HIGH,"Clerk#000000492",0,eposits integrate fluffily ab
1285,1036,F,179286.61,1992-06-01,1-URGENT,"Clerk#000000423",0,p fluffily special asymptotes. carefully bold pla
1286,10856,F,308731.32,1993-05-14,4-NOT SPECIFIED,"Clerk#000000939",0, accounts cajole carefully ironic braids. blithely pen
1287,1727,F,157904.47,1994-07-05,2-HIGH,"Clerk#000000288",0,ole blithely behind the quietly regular accounts. blithely unusual 
1312,11101,F,73946.72,1994-05-19,3-MEDIUM,"Clerk#000000538",0,"posits. ironic, bold accounts haggle "
1313,14768,F,51007.67,1994-09-13,1-URGENT,"Clerk#000000774",0,"ily permanent packages. even, thin asymptotes print idly final, bold account"
1314,14233,F,92823.74,1994-05-13,3-MEDIUM,"Clerk#000000485",0,"slyly final ideas. final packages haggle. regular, ironic deposits thrash a"
1315,2143,O,178415.18,1998-03-22,5-LOW,"Clerk#000000840",0,xes. excuses sleep above the carefully re
1316,1591,F,227454.58,1993-12-03,1-URGENT,"Clerk#000000857",0,. regular packages eat blithely alongsid
1317,9910,P,211453.91,1995-05-19,2-HIGH,"Clerk#000000373",0,equests. regular pinto beans use. packag
1318,12778,O,125192.09,1998-06-27,3-MEDIUM,"Clerk#000000581",0,egular dugouts cajole. pinto bean
1319,3115,O,39176.44,1996-09-27,2-HIGH,"Clerk#000000257",0, careful accounts. slyly silent ideas thrash c
1344,1699,F,63568.76,1992-04-16,5-LOW,"Clerk#000000178",0,"theodolites. carefully regular deposits cajole along the silent,"
1345,9421,F,158137.24,1992-10-28,5-LOW,"Clerk#000000447",0,slyly regular accounts kindle care
1346,7475,F,251039.58,1992-06-18,2-HIGH,"Clerk#000000374",0,ully. slyly special theodolit
1347,4027,O,189811.92,1997-06-20,5-LOW,"Clerk#000000977",0,pinto beans are slowly furiously silent excuses. 
1348,1735,O,131847.24,1998-04-18,5-LOW,"Clerk#000000206",0,ithely regular ideas. th
1349,6370,O,75777.47,1997-10-26,1-URGENT,"Clerk#000000543",0,after the furiously silent foxes. deposits sleep quiet
1350,5071,F,65995.50,1993-08-24,1-URGENT,"Clerk#000000635",0, requests. final foxes after the pe
1351,10595,O,39928.11,1998-04-20,1-URGENT,"Clerk#000000012",0,"osits cajole regular, final "
1376,4604,O,39703.74,1997-05-04,4-NOT SPECIFIED,"Clerk#000000730",0,sits boost thinly pending platelets. regul
1377,1972,O,120086.35,1998-04-24,4-NOT SPECIFIED,"Clerk#000000625",0,ideas cajole carefully fluffily even packages. carefully ironic courts use ac
1378,1954,O,146149.99,1996-03-09,4-NOT SPECIFIED,"Clerk#000000705",0,uickly pending instructions. carefully express depe
1379,6416,O,123008.24,1998-05-25,5-LOW,"Clerk#000000861",0,express packages! sl
1380,13624,O,108389.20,1996-07-07,3-MEDIUM,"Clerk#000000969",0,pending dolphins around the bold warhorses impress fluffily regu
1381,12634,O,69626.27,1998-05-25,3-MEDIUM,"Clerk#000000107",0,luffily quick ideas wake. fluffily special pinto beans haggle among 
1382,13225,F,247513.94,1993-08-17,5-LOW,"Clerk#000000241",0,courts. pending platele
1383,11957,F,33945.43,1993-04-27,2-HIGH,"Clerk#000000785",0, cajole slyly instructions. final 
1408,5390,O,275141.39,1997-12-26,4-NOT SPECIFIED,"Clerk#000000942",0,he carefully special packages. packages
1409,14290,F,115941.76,1992-12-31,4-NOT SPECIFIED,"Clerk#000000065",0,"ymptotes eat final requests. unusual, bold requests sleep across the quic"
1410,11212,O,174914.26,1997-04-12,5-LOW,"Clerk#000000123",0,s sleep slyly. furiously regular courts according to the special foxes caj
1411,9442,F,248092.65,1994-12-21,2-HIGH,"Clerk#000000566",0, furiously regular theodolites haggle after the slyly bold requests. 
1412,5288,F,121326.67,1993-03-13,4-NOT SPECIFIED,"Clerk#000000083",0,horses across the final
1413,9055,O,101025.52,1997-06-14,3-MEDIUM,"Clerk#000000342",0,s affix carefully above the even excuses. ironic acco
1414,7627,O,65277.88,1995-08-16,1-URGENT,"Clerk#000000883",0,carefully pending foxes wake car
1415,7870,F,40862.27,1994-05-29,4-NOT SPECIFIED,"Clerk#000000601",0, blithely bold accounts. boldly special
1440,9778,O,62979.65,1995-08-10,5-LOW,"Clerk#000000956",0,somas grow. quickly express 
1441,12184,O,232886.39,1997-03-06,4-NOT SPECIFIED,"Clerk#000000156",0,"e ironic deposits. pending, final depo"
1442,11056,F,10826.99,1994-07-05,4-NOT SPECIFIED,"Clerk#000000935",0,ding theodolites haggle about the even th
1443,4384,O,60805.58,1996-12-16,5-LOW,"Clerk#000000185",0, across the carefully regular ideas sleep carefully silent instructions? furio
1444,13325,F,322311.44,1994-12-06,3-MEDIUM,"Clerk#000000783",0,pths integrate along the furiously ironic r
1445,11359,F,244094.28,1995-01-10,3-MEDIUM,"Clerk#000000211",0,ic instructions sleep slyly 
1446,4003,O,31138.17,1998-02-16,5-LOW,"Clerk#000000274",0,"telets. regular, final excuses boost carefully. furiously dari"
1447,9001,F,175462.41,1992-10-15,2-HIGH,"Clerk#000000880",0,"latelets sleep furiously between the express, ironic r"
1472,14986,O,93887.93,1996-10-06,5-LOW,"Clerk#000000303",0,riously requests. quickly even requests boost slyly. furiou
1473,9223,O,118960.45,1997-03-17,3-MEDIUM,"Clerk#000000960",0,nt requests haggle sly
1474,6898,F,58986.00,1995-01-09,1-URGENT,"Clerk#000000438",0,ully furiously final requests. always ev
1475,473,O,256921.60,1997-11-12,2-HIGH,"Clerk#000000972",0,"detect carefully even dependencies. final, even a"
1476,14455,O,19341.11,1996-06-27,2-HIGH,"Clerk#000000673",0,ickly regular deposits serve. blithely express accounts above the re
1477,7549,O,352068.76,1997-08-24,5-LOW,"Clerk#000000612",0,nts. blithely silent foxes boost slyl
1478,4979,O,28233.69,1997-08-03,2-HIGH,"Clerk#000000827",0, Tiresias. carefully spec
1479,1459,O,53901.00,1995-12-16,4-NOT SPECIFIED,"Clerk#000000697",0,ic platelets alongside of the carefully even 
1504,178,F,109781.29,1992-08-28,3-MEDIUM,"Clerk#000000381",0,press packages affix perm
1505,3514,F,67270.01,1992-08-21,2-HIGH,"Clerk#000000544",0,tructions are above the pending packages. final deposits boost slyl
1506,14602,F,274059.18,1992-09-21,3-MEDIUM,"Clerk#000000620",0,"unts. carefully final asymptotes was slyly. special, express foxes boost caref"
1507,12047,F,164807.83,1993-10-14,3-MEDIUM,"Clerk#000000305",0,ely special account
1508,10121,O,200507.79,1998-04-10,5-LOW,"Clerk#000000117",0,r deposits: blithely express deposits haggle alongside of the spe
1509,6238,F,274437.41,1993-07-08,5-LOW,"Clerk#000000770",0,nts use. fluffily final 
1510,5221,O,189295.04,1996-09-17,5-LOW,"Clerk#000000128",0,even ideas lose at the slyly ironic asymptotes. slyly bol
1511,7843,O,82023.54,1996-12-22,4-NOT SPECIFIED,"Clerk#000000386",0, ironic requests ca
1536,9313,O,6118.50,1997-01-26,3-MEDIUM,"Clerk#000000117",0,ly final theodolites. slyly regular theodolit
1537,10753,F,164900.91,1992-02-15,4-NOT SPECIFIED,"Clerk#000000862",0,ide of the ironic requests. regular instruction
1538,2893,O,252163.70,1995-06-18,4-NOT SPECIFIED,"Clerk#000000258",0,blithely carefully express r
1539,11173,F,58099.92,1995-03-10,5-LOW,"Clerk#000000840",0,uriously unusual acc
1540,1414,F,201011.92,1992-08-05,2-HIGH,"Clerk#000000927",0,usly regular deposits
1541,9394,P,63182.07,1995-05-18,1-URGENT,"Clerk#000000906",0,"nusual accounts among the even, special asymptotes s"
1542,14266,F,191493.22,1993-09-15,3-MEDIUM,"Clerk#000000435",0,sly. carefully ironic pinto beans wake 
1543,5029,O,205500.74,1997-02-20,1-URGENT,"Clerk#000000398",0, the forges boost af
1568,1669,O,146296.32,1997-01-30,4-NOT SPECIFIED,"Clerk#000000554",0,es. blithely ironic de
1569,10360,O,163274.56,1998-04-02,5-LOW,"Clerk#000000786",0,slyly blithely final packages. carefully final platelets according to the expr
1570,12229,O,41178.70,1998-03-16,1-URGENT,"Clerk#000000745",0,against the ironic requests
1571,10264,F,176010.33,1992-12-05,2-HIGH,"Clerk#000000565",0,ic dolphins. foxes use bravely above the requests. blithely special ac
1572,1040,O,62666.38,1996-02-24,2-HIGH,"Clerk#000000994",0," carefully final requests. regular, ironic instructions integrate! ideas abou"
1573,14798,F,102630.56,1992-12-28,2-HIGH,"Clerk#000000940",0,into beans affix. dependencies after the 
1574,13340,O,238376.06,1996-12-12,3-MEDIUM,"Clerk#000000809",0,ress ideas boost around the regular deposi
1575,14462,O,288823.13,1995-09-13,3-MEDIUM,"Clerk#000000497",0,theodolites. slyly expr
1600,9257,F,185049.89,1993-03-03,3-MEDIUM,"Clerk#000000627",0,ages boost furiously blithely silent theodolites. slyly ironic pat
1601,5239,F,103798.32,1994-08-27,5-LOW,"Clerk#000000469",0,"requests. regular, "
1602,92,F,4678.15,1993-08-05,5-LOW,"Clerk#000000660",0,lly. carefully ironic accounts believe slyly above the fur
1603,115,F,43613.23,1993-07-31,4-NOT SPECIFIED,"Clerk#000000869",0,deposits nag against the sly
1604,11216,F,113487.06,1993-07-17,5-LOW,"Clerk#000000512",0, slyly even pinto beans haggle above the carefully ironic d
